text,therapy,disorder,source,citation
"Patient presents with caffeine, irregular schedule.",Sleep Therapy,Insomnia,clinical_knowledge_graph,AASM: Sleep hygiene education as component of CBT-I
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counse",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.",Medication Management,Anxiety,huggingface_counseling,
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before. 

I feel like I don't  want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss t",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with treatment-resistant depression, medication side effects. Patient has tried self-management without success.",Medication Management,Depression,clinical_knowledge_graph,NICE CG90: Combination of antidepressant + psychological therapy
"I'm supposed to stay here the rest of my academic life, but I've never liked it here, not even before I came. I’ve never felt like I belong, I’ve missed my country every second in the past four months, and I'm just miserable. I'm gaining weight, doing nothing, and crying for hours straight. Is it ti",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"She cried because she lost all trust in me. Now I feel disgusting and like my heart just got stabbed, what do I do?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. I’m afraid it’s going to break her. I don't know if I should get her to a doctor or someone because this is not norm",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
Is this something I should be worried about?  Should I do something about it?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have a really bad temper. I get mad very easily then stay like that the whole day. I don't mean to be that way, but I can't help it.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with gastrointestinal, headaches, chronic stress, physiological tension. Symptoms are affecting daily functioning.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,MBSR evidence base: Kabat-Zinn 1990 — stress reduction programme
We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts.,Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
He is in his late thirties and I am in my mid twenties. We have been together for about 5 months. I really like him. He says he cares about me and is willing to fight to make things right. He has been very apologetic and expressed he did it out of fear. I don't know if it's worth giving him a second,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My husband told me last year he never loved me and should have never married me. He's been talking about divorce, but he hasn't filed. Now he has a girlfriend and he abandoned me and his kids. He has no financial help, and he has been out of the home for four months. He became very angry and mean. H",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have been seeing this guy for a little over a year. Back in August, he asked for us to step back for now. Since then, he has still been in contact with me every day. We spent some time together over the holidays, but then I was gone for New Years with family. I came to find out that he put himself",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with nervousness, sleep onset delay. Patient has tried self-management without success.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,DSM-5 GAD criteria + NICE step-care model
How does a counselor decide when to end counseling sessions or to terminate working with a client?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with social withdrawal, loneliness, isolation. This has persisted for several months.",Group Therapy,Depression,clinical_knowledge_graph,NICE CG90: Group-based CBT or IPT for depression with social difficulties
"Patient presents with emotional depletion, exhaustion, burnout. Patient reports significant distress.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
"Patient presents with avoidance, emotional numbing. Patient has tried self-management without success.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018: Trauma-focused EMDR for PTSD — 8-12 sessions
"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with poor concentration, fatigue, loss of interest, persistent low mood. Symptoms are affecting daily functioning.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT recommended for mild-moderate depression
"Patient presents with depersonalization, derealization, dizziness. No prior psychiatric history.",Cognitive Behavioral Therapy,Panic Disorder,clinical_knowledge_graph,Clark 1986 cognitive model of panic: CBT targets catastrophic misinterpretation
She's my stepmom. I'm pretty sure she's illegally buying the drugs and hiding them from my dad.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I don't remember when the voices in my head started, but I remember Hearing them when I was little.    I know it's not normal to hear voices that aren't your own. I fight the voices and I want them to stop. They've been here so long and I want them gone. How can I make the voices stop?",Medication Management,Anxiety,huggingface_counseling,
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counse",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with avoidance of social situations, social fear. This has persisted for several months.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG159: CBT recommended for social anxiety disorder
